Prompt,Label
{'Find the number of events where a survey was completed. [SEP] customers_loyalty_program'},0
{'Find the number of events where a survey was completed. [SEP] shipping'},0
{'Find the number of events where a survey was completed. [SEP] transactions_and_payments'},0
{'Find the number of events where a survey was completed. [SEP] cart'},0
{'Find the number of events where a survey was completed. [SEP] customerInfo'},0
{'Find the number of events where a survey was completed. [SEP] suppliers'},0
{'Find the number of events where a survey was completed. [SEP] orders'},0
{'Find the number of events where a survey was completed. [SEP] order_items'},0
{'Find the number of events where a survey was completed. [SEP] refunds_returns'},0
{'Find the number of events where a survey was completed. [SEP] wishlist'},0
{'Find the number of events where a survey was completed. [SEP] inventory'},0
{'Find the number of events where a survey was completed. [SEP] products'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] customers_loyalty_program'},1
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] suppliers'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] transactions_and_payments'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] product_reviews_and_ratings'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] products'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] customerInfo'},1
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] campaigns'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] events'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] cart'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] shipping'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] wishlist'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] orders'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] refunds_returns'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] inventory'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] order_items'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] refunds_returns'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] transactions_and_payments'},1
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] shipping'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] customers_loyalty_program'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] events'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] campaigns'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] orders'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] cart'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] order_items'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] product_reviews_and_ratings'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] suppliers'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] customerInfo'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] wishlist'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] inventory'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] products'},0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] product_reviews_and_ratings'}",1
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] products'}",1
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] suppliers'}",0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] wishlist'}",0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] cart'}",0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] shipping'}",0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] inventory'}",0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] refunds_returns'}",0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] customers_loyalty_program'}",0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] order_items'}",0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] transactions_and_payments'}",0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] campaigns'}",0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] events'}",0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] orders'}",0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] customerInfo'}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] shipping""}",1
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] orders""}",1
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] cart""}",1
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] order_items""}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] transactions_and_payments""}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] refunds_returns""}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] campaigns""}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] events""}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] inventory""}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] customers_loyalty_program""}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] product_reviews_and_ratings""}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] products""}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] wishlist""}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] suppliers""}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] customerInfo""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] refunds_returns""}",1
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] transactions_and_payments""}",1
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] shipping""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] campaigns""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] customers_loyalty_program""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] order_items""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] cart""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] orders""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] product_reviews_and_ratings""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] inventory""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] suppliers""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] events""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] wishlist""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] products""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] customerInfo""}",0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] customers_loyalty_program'},1
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] campaigns'},0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] customerInfo'},1
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] suppliers'},0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] transactions_and_payments'},0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] cart'},0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] events'},0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] wishlist'},0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] orders'},0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] products'},0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] shipping'},0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] product_reviews_and_ratings'},0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] refunds_returns'},0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] inventory'},0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] order_items'},0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] transactions_and_payments'}",1
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] customers_loyalty_program'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] campaigns'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] customerInfo'}",1
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] cart'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] shipping'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] events'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] orders'}",1
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] suppliers'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] refunds_returns'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] product_reviews_and_ratings'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] order_items'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] wishlist'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] products'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] inventory'}",0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] customers_loyalty_program'},1
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] transactions_and_payments'},1
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] campaigns'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] product_reviews_and_ratings'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] cart'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] refunds_returns'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] customerInfo'},1
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] events'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] orders'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] wishlist'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] shipping'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] suppliers'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] products'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] inventory'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] order_items'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] order_items'},1
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] products'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] shipping'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] cart'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] inventory'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] suppliers'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] transactions_and_payments'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] wishlist'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] orders'},1
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] refunds_returns'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] events'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] product_reviews_and_ratings'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] campaigns'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] customers_loyalty_program'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] customerInfo'},0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] wishlist""}",1
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] inventory""}",1
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] products""}",1
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] cart""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] order_items""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] product_reviews_and_ratings""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] suppliers""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] shipping""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] refunds_returns""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] customers_loyalty_program""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] campaigns""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] orders""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] events""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] transactions_and_payments""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] customerInfo""}",1
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] shipping""}",1
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] orders""}",1
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] refunds_returns""}",0
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] transactions_and_payments""}",0
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] inventory""}",0
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] cart""}",0
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] suppliers""}",0
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] order_items""}",0
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] events""}",0
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] products""}",0
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] customers_loyalty_program""}",0
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] campaigns""}",0
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] product_reviews_and_ratings""}",0
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] wishlist""}",0
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] customerInfo""}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] inventory'}",1
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] products'}",1
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] suppliers'}",1
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] product_reviews_and_ratings'}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] wishlist'}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] cart'}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] shipping'}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] order_items'}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] customers_loyalty_program'}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] refunds_returns'}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] campaigns'}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] transactions_and_payments'}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] orders'}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] events'}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] customerInfo'}",0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] shipping'},1
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] orders'},1
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] order_items'},0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] cart'},0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] transactions_and_payments'},0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] refunds_returns'},0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] products'},0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] suppliers'},0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] events'},0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] wishlist'},0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] inventory'},0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] customers_loyalty_program'},0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] campaigns'},0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] product_reviews_and_ratings'},0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] customerInfo'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] wishlist'},1
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] customers_loyalty_program'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] cart'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] product_reviews_and_ratings'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] shipping'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] events'},1
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] campaigns'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] order_items'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] products'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] suppliers'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] orders'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] inventory'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] customerInfo'},1
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] transactions_and_payments'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] refunds_returns'},0
{'What is the total amount and tax amount for all orders? [SEP] orders'},1
{'What is the total amount and tax amount for all orders? [SEP] order_items'},0
{'What is the total amount and tax amount for all orders? [SEP] shipping'},0
{'What is the total amount and tax amount for all orders? [SEP] cart'},0
{'What is the total amount and tax amount for all orders? [SEP] transactions_and_payments'},0
{'What is the total amount and tax amount for all orders? [SEP] refunds_returns'},0
{'What is the total amount and tax amount for all orders? [SEP] events'},0
{'What is the total amount and tax amount for all orders? [SEP] inventory'},0
{'What is the total amount and tax amount for all orders? [SEP] campaigns'},0
{'What is the total amount and tax amount for all orders? [SEP] suppliers'},0
{'What is the total amount and tax amount for all orders? [SEP] wishlist'},0
{'What is the total amount and tax amount for all orders? [SEP] products'},0
{'What is the total amount and tax amount for all orders? [SEP] customerInfo'},0
{'What is the total amount and tax amount for all orders? [SEP] customers_loyalty_program'},0
{'What is the total amount and tax amount for all orders? [SEP] product_reviews_and_ratings'},0
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] customers_loyalty_program'}",1
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] events'}",1
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] transactions_and_payments'}",0
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] cart'}",0
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] customerInfo'}",1
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] campaigns'}",0
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] refunds_returns'}",0
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] wishlist'}",0
