Prompt,Label
{'Find the number of events where a survey was completed. [SEP] campaigns'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] customers_loyalty_program'},1
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] suppliers'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] transactions_and_payments'},0
{'Find the total number of customers who have participated in the exclusive beta testing and have a loyalty membership unique identifier greater than 50000. [SEP] customerInfo'},1
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] refunds_returns'},0
{'Find all the chargeback dispute reasons from the transactions_and_payments table. [SEP] transactions_and_payments'},1
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] product_reviews_and_ratings'}",1
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] products'}",1
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] suppliers'}",0
"{'Get the product identifier, review rating, and review feedback for reviews with a rating greater than 4 and a review length greater than 100 characters. [SEP] wishlist'}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] shipping""}",1
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] orders""}",1
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] cart""}",1
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] order_items""}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] transactions_and_payments""}",0
"{""Find the average shipping fee for orders that were created from carts where the estimated delivery date is before June 1, 2023, and the cart status is 'completed'. [SEP] refunds_returns""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] refunds_returns""}",1
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] transactions_and_payments""}",1
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] shipping""}",0
"{""Get the refund amount and refund status for all refunds where the refund method is 'credit' and the status is 'processed'. [SEP] campaigns""}",0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] customers_loyalty_program'},1
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] campaigns'},0
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] customerInfo'},1
{'Find the names of customers who have accumulated more than 1000 loyalty points and are eligible for special promotions. [SEP] suppliers'},0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] transactions_and_payments'}",1
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] customers_loyalty_program'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] campaigns'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] customerInfo'}",1
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] cart'}",0
"{'Retrieve the first name, last name, and total amount spent by each premium customer in transactions, along with the number of transactions they made. [SEP] orders'}",1
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] customers_loyalty_program'},1
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] transactions_and_payments'},1
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] campaigns'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] product_reviews_and_ratings'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] cart'},0
{'Retrieve the total transaction amounts and referral bonus points earned for customers who participated in the exclusive beta testing and have personalized product recommendations. [SEP] customerInfo'},1
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] order_items'},1
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] products'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] shipping'},0
{'What are the product names and quantities of all items in orders with a total price greater than $100? [SEP] orders'},1
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] wishlist""}",1
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] inventory""}",1
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] products""}",1
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] cart""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] order_items""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] product_reviews_and_ratings""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] suppliers""}",0
"{""Retrieve details of all wishlisted products where the price at addition is less than 50% of the current purchase price of the product in inventory, and the product has been on the wishlist for more than 30 days but has not been viewed in the last 15 days, also provide the name of the product, the user's ID who added it to the wishlist, and the current stock status of the product. [SEP] customerInfo""}",1
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] shipping""}",1
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] orders""}",1
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] refunds_returns""}",0
"{""What is the shipping status of the orders which have estimated delivery before '2022-01-01'? [SEP] transactions_and_payments""}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] inventory'}",1
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] products'}",1
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] suppliers'}",1
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] product_reviews_and_ratings'}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] wishlist'}",0
"{'Retrieve all product names and their associated supplier reference IDs for products that have a minimum threshold for restocking set to 5 or less and have a promotional discount applied, showing only active products. [SEP] cart'}",0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] shipping'},1
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] orders'},1
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] order_items'},0
{'Find all orders where the total amount is greater than 100 and the shipping fee is less than 20. [SEP] cart'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] wishlist'},1
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] customers_loyalty_program'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] cart'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] product_reviews_and_ratings'},0
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] events'},1
{'Retrieve the number of unique customers who added items to their wishlist from a mobile device and have at least one item with a reminder set. [SEP] customerInfo'},1
{'What is the total amount and tax amount for all orders? [SEP] orders'},1
{'What is the total amount and tax amount for all orders? [SEP] order_items'},0
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] customers_loyalty_program'}",1
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] events'}",1
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] transactions_and_payments'}",0
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] cart'}",0
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] customerInfo'}",1
"{'List the event types and their timestamps for customers who have a loyalty points balance greater than 500, and find out the event types that occurred on weekends. [SEP] campaigns'}",0
{'Show all reviews with a star rating greater than 4. [SEP] product_reviews_and_ratings'},1
{'Show all reviews with a star rating greater than 4. [SEP] shipping'},0
"{'Find the names of the customers who made previous purchases and submitted reviews with more than 4 stars and are verified, and their corresponding review ratings. [SEP] product_reviews_and_ratings'}",1
"{'Find the names of the customers who made previous purchases and submitted reviews with more than 4 stars and are verified, and their corresponding review ratings. [SEP] customers_loyalty_program'}",0
"{'Find the names of the customers who made previous purchases and submitted reviews with more than 4 stars and are verified, and their corresponding review ratings. [SEP] suppliers'}",0
"{'Find the names of the customers who made previous purchases and submitted reviews with more than 4 stars and are verified, and their corresponding review ratings. [SEP] shipping'}",0
"{'Find the names of the customers who made previous purchases and submitted reviews with more than 4 stars and are verified, and their corresponding review ratings. [SEP] cart'}",0
"{'Find the names of the customers who made previous purchases and submitted reviews with more than 4 stars and are verified, and their corresponding review ratings. [SEP] products'}",0
"{'Find the names of the customers who made previous purchases and submitted reviews with more than 4 stars and are verified, and their corresponding review ratings. [SEP] transactions_and_payments'}",1
"{'Find the names of the customers who made previous purchases and submitted reviews with more than 4 stars and are verified, and their corresponding review ratings. [SEP] orders'}",1
"{'Find the names of the customers who made previous purchases and submitted reviews with more than 4 stars and are verified, and their corresponding review ratings. [SEP] customerInfo'}",1
"{'Find the names of the customers who made previous purchases and submitted reviews with more than 4 stars and are verified, and their corresponding review ratings. [SEP] order_items'}",1
{'Find all customer information with their review ratings and the associated review image URLs for customers who have submitted a review with a rating of 5 stars and number of helpful votes received is greater than 10. [SEP] product_reviews_and_ratings'},1
{'Find all customer information with their review ratings and the associated review image URLs for customers who have submitted a review with a rating of 5 stars and number of helpful votes received is greater than 10. [SEP] customers_loyalty_program'},0
{'Find all customer information with their review ratings and the associated review image URLs for customers who have submitted a review with a rating of 5 stars and number of helpful votes received is greater than 10. [SEP] suppliers'},0
{'Find all customer information with their review ratings and the associated review image URLs for customers who have submitted a review with a rating of 5 stars and number of helpful votes received is greater than 10. [SEP] customerInfo'},1
"{""Find the total amount spent on all orders for which email was opened and the payment method was 'PayPal'. [SEP] shipping""}",0
"{""Find the total amount spent on all orders for which email was opened and the payment method was 'PayPal'. [SEP] orders""}",1
"{""Find the total amount spent on all orders for which email was opened and the payment method was 'PayPal'. [SEP] transactions_and_payments""}",1
"{""Find the total amount spent on all orders for which email was opened and the payment method was 'PayPal'. [SEP] campaigns""}",0
"{""Find the total amount spent on all orders for which email was opened and the payment method was 'PayPal'. [SEP] events""}",1
"{""Find the total amount spent on all orders for which email was opened and the payment method was 'PayPal'. [SEP] cart""}",0
"{'Find the total revenue generated by all campaigns with a budget greater than $1000, along with the total number of clicks and impressions for each campaign, and also include the number of customers who made a purchase after clicking on an ad, and the total amount they spent, grouped by campaign name [SEP] campaigns'}",1
"{'Find the total revenue generated by all campaigns with a budget greater than $1000, along with the total number of clicks and impressions for each campaign, and also include the number of customers who made a purchase after clicking on an ad, and the total amount they spent, grouped by campaign name [SEP] events'}",1
"{'Find the total revenue generated by all campaigns with a budget greater than $1000, along with the total number of clicks and impressions for each campaign, and also include the number of customers who made a purchase after clicking on an ad, and the total amount they spent, grouped by campaign name [SEP] orders'}",1
"{'Find the total revenue generated by all campaigns with a budget greater than $1000, along with the total number of clicks and impressions for each campaign, and also include the number of customers who made a purchase after clicking on an ad, and the total amount they spent, grouped by campaign name [SEP] transactions_and_payments'}",1
"{'Find the total revenue generated by all campaigns with a budget greater than $1000, along with the total number of clicks and impressions for each campaign, and also include the number of customers who made a purchase after clicking on an ad, and the total amount they spent, grouped by campaign name [SEP] cart'}",0
"{'Find the total revenue generated by all campaigns with a budget greater than $1000, along with the total number of clicks and impressions for each campaign, and also include the number of customers who made a purchase after clicking on an ad, and the total amount they spent, grouped by campaign name [SEP] customers_loyalty_program'}",0
"{'Find the total revenue generated by all campaigns with a budget greater than $1000, along with the total number of clicks and impressions for each campaign, and also include the number of customers who made a purchase after clicking on an ad, and the total amount they spent, grouped by campaign name [SEP] product_reviews_and_ratings'}",0
"{'Find the total revenue generated by all campaigns with a budget greater than $1000, along with the total number of clicks and impressions for each campaign, and also include the number of customers who made a purchase after clicking on an ad, and the total amount they spent, grouped by campaign name [SEP] order_items'}",0
"{'Find the total revenue generated by all campaigns with a budget greater than $1000, along with the total number of clicks and impressions for each campaign, and also include the number of customers who made a purchase after clicking on an ad, and the total amount they spent, grouped by campaign name [SEP] wishlist'}",0
"{'Find the total revenue generated by all campaigns with a budget greater than $1000, along with the total number of clicks and impressions for each campaign, and also include the number of customers who made a purchase after clicking on an ad, and the total amount they spent, grouped by campaign name [SEP] customerInfo'}",1
{'List the total amount and discount applied for each order for orders made in 2023. [SEP] orders'},1
{'List the total amount and discount applied for each order for orders made in 2023. [SEP] cart'},0
"{'Find all orders that were shipped in the last month and list their shipping status, estimated delivery date, and shipping cost. [SEP] shipping'}",1
"{'Find all orders that were shipped in the last month and list their shipping status, estimated delivery date, and shipping cost. [SEP] orders'}",1
"{'Find all orders that were shipped in the last month and list their shipping status, estimated delivery date, and shipping cost. [SEP] order_items'}",0
"{'Find all orders that were shipped in the last month and list their shipping status, estimated delivery date, and shipping cost. [SEP] cart'}",0
{'What are the product names and average review ratings of all products that have more than 100 reviews? [SEP] product_reviews_and_ratings'},1
{'What are the product names and average review ratings of all products that have more than 100 reviews? [SEP] products'},1
{'What are the product names and average review ratings of all products that have more than 100 reviews? [SEP] wishlist'},0
{'What are the product names and average review ratings of all products that have more than 100 reviews? [SEP] cart'},0
"{'Retrieve the average total price of all order items shipped to customers in the state of New York, along with the count of such orders. [SEP] shipping'}",1
"{'Retrieve the average total price of all order items shipped to customers in the state of New York, along with the count of such orders. [SEP] order_items'}",1
"{'Retrieve the average total price of all order items shipped to customers in the state of New York, along with the count of such orders. [SEP] orders'}",1
"{'Retrieve the average total price of all order items shipped to customers in the state of New York, along with the count of such orders. [SEP] cart'}",0
"{'Retrieve the average total price of all order items shipped to customers in the state of New York, along with the count of such orders. [SEP] transactions_and_payments'}",0
"{'Retrieve the average total price of all order items shipped to customers in the state of New York, along with the count of such orders. [SEP] suppliers'}",0
"{'Retrieve the average total price of all order items shipped to customers in the state of New York, along with the count of such orders. [SEP] events'}",0
"{'Retrieve the average total price of all order items shipped to customers in the state of New York, along with the count of such orders. [SEP] customerInfo'}",1
{'Calculate the total refund amount for each product that was part of a campaign and identify the campaign name and type for each product. [SEP] campaigns'},1
{'Calculate the total refund amount for each product that was part of a campaign and identify the campaign name and type for each product. [SEP] refunds_returns'},1
{'Calculate the total refund amount for each product that was part of a campaign and identify the campaign name and type for each product. [SEP] product_reviews_and_ratings'},0
{'Calculate the total refund amount for each product that was part of a campaign and identify the campaign name and type for each product. [SEP] order_items'},0
{'Calculate the total refund amount for each product that was part of a campaign and identify the campaign name and type for each product. [SEP] products'},1
{'Calculate the total refund amount for each product that was part of a campaign and identify the campaign name and type for each product. [SEP] cart'},0
{'Calculate the total refund amount for each product that was part of a campaign and identify the campaign name and type for each product. [SEP] orders'},1
{'Calculate the total refund amount for each product that was part of a campaign and identify the campaign name and type for each product. [SEP] transactions_and_payments'},0
{'Retrieve the last restock date and the primary contact person name for suppliers who have supplied products with a purchase price greater than 100. [SEP] suppliers'},1
{'Retrieve the last restock date and the primary contact person name for suppliers who have supplied products with a purchase price greater than 100. [SEP] inventory'},1
{'Retrieve the last restock date and the primary contact person name for suppliers who have supplied products with a purchase price greater than 100. [SEP] products'},1
{'Retrieve the last restock date and the primary contact person name for suppliers who have supplied products with a purchase price greater than 100. [SEP] shipping'},0
{'Retrieve the last restock date and the primary contact person name for suppliers who have supplied products with a purchase price greater than 100. [SEP] cart'},0
{'Retrieve the last restock date and the primary contact person name for suppliers who have supplied products with a purchase price greater than 100. [SEP] wishlist'},0
"{'Find the email open rate, campaign name, and shipping cost for each campaign, along with the estimated delivery date and shipping address of the corresponding shipping order. [SEP] shipping'}",1
"{'Find the email open rate, campaign name, and shipping cost for each campaign, along with the estimated delivery date and shipping address of the corresponding shipping order. [SEP] orders'}",1
"{'Find the email open rate, campaign name, and shipping cost for each campaign, along with the estimated delivery date and shipping address of the corresponding shipping order. [SEP] campaigns'}",1
"{'Find the email open rate, campaign name, and shipping cost for each campaign, along with the estimated delivery date and shipping address of the corresponding shipping order. [SEP] suppliers'}",0
"{'Find the email open rate, campaign name, and shipping cost for each campaign, along with the estimated delivery date and shipping address of the corresponding shipping order. [SEP] events'}",0
"{'Find the email open rate, campaign name, and shipping cost for each campaign, along with the estimated delivery date and shipping address of the corresponding shipping order. [SEP] transactions_and_payments'}",0
{'What is the total amount for orders and the corresponding order item id where payment status is paid? [SEP] order_items'},1
{'What is the total amount for orders and the corresponding order item id where payment status is paid? [SEP] shipping'},0
{'What is the total amount for orders and the corresponding order item id where payment status is paid? [SEP] transactions_and_payments'},1
{'What is the total amount for orders and the corresponding order item id where payment status is paid? [SEP] orders'},1
{'What is the total amount for orders and the corresponding order item id where payment status is paid? [SEP] refunds_returns'},0
{'What is the total amount for orders and the corresponding order item id where payment status is paid? [SEP] cart'},0
{'Find the total final billed amount for all transactions that occurred in the year 2022 and had a refund initiated. [SEP] transactions_and_payments'},1
{'Find the total final billed amount for all transactions that occurred in the year 2022 and had a refund initiated. [SEP] refunds_returns'},1
{'Find the total final billed amount for all transactions that occurred in the year 2022 and had a refund initiated. [SEP] campaigns'},0
{'Find the total final billed amount for all transactions that occurred in the year 2022 and had a refund initiated. [SEP] shipping'},0
{'Find the total final billed amount for all transactions that occurred in the year 2022 and had a refund initiated. [SEP] customers_loyalty_program'},1
{'Find the total final billed amount for all transactions that occurred in the year 2022 and had a refund initiated. [SEP] events'},0
{'Find the total final billed amount for all transactions that occurred in the year 2022 and had a refund initiated. [SEP] orders'},1
{'Find the total final billed amount for all transactions that occurred in the year 2022 and had a refund initiated. [SEP] cart'},0
{'Find the total final billed amount for all transactions that occurred in the year 2022 and had a refund initiated. [SEP] product_reviews_and_ratings'},0
{'Find the total final billed amount for all transactions that occurred in the year 2022 and had a refund initiated. [SEP] customerInfo'},1
{'Retrieve the customer details of all premium users who have an active subscription and have made more than 10 orders. [SEP] customers_loyalty_program'},0
{'Retrieve the customer details of all premium users who have an active subscription and have made more than 10 orders. [SEP] transactions_and_payments'},1
{'Retrieve the customer details of all premium users who have an active subscription and have made more than 10 orders. [SEP] shipping'},0
{'Retrieve the customer details of all premium users who have an active subscription and have made more than 10 orders. [SEP] orders'},1
{'Retrieve the customer details of all premium users who have an active subscription and have made more than 10 orders. [SEP] customerInfo'},1
{'Retrieve the customer details of all premium users who have an active subscription and have made more than 10 orders. [SEP] cart'},0
"{'Find all customers who have at least one item in their wishlist and have an active subscription, along with the estimated delivery date of their shipments. [SEP] shipping'}",1
"{'Find all customers who have at least one item in their wishlist and have an active subscription, along with the estimated delivery date of their shipments. [SEP] orders'}",1
"{'Find all customers who have at least one item in their wishlist and have an active subscription, along with the estimated delivery date of their shipments. [SEP] customers_loyalty_program'}",0
"{'Find all customers who have at least one item in their wishlist and have an active subscription, along with the estimated delivery date of their shipments. [SEP] cart'}",0
"{'Find all customers who have at least one item in their wishlist and have an active subscription, along with the estimated delivery date of their shipments. [SEP] wishlist'}",1
"{'Find all customers who have at least one item in their wishlist and have an active subscription, along with the estimated delivery date of their shipments. [SEP] customerInfo'}",1
"{'Find all customers who have at least one item in their wishlist and have an active subscription, along with the estimated delivery date of their shipments. [SEP] events'}",0
"{'Find all customers who have at least one item in their wishlist and have an active subscription, along with the estimated delivery date of their shipments. [SEP] suppliers'}",0
{'What is the average star rating given by customers who have made more than 5 previous purchases? [SEP] product_reviews_and_ratings'},1
{'What is the average star rating given by customers who have made more than 5 previous purchases? [SEP] cart'},0
{'What is the average star rating given by customers who have made more than 5 previous purchases? [SEP] suppliers'},0
{'What is the average star rating given by customers who have made more than 5 previous purchases? [SEP] shipping'},0
{'What is the average star rating given by customers who have made more than 5 previous purchases? [SEP] orders'},1
{'What is the average star rating given by customers who have made more than 5 previous purchases? [SEP] customerInfo'},1
"{'Find the official supplier business name, registered business address, and primary contact person name for each supplier who has supplied products to a customer who has placed an order, returned or requested a refund on a product that was added to their wishlist during the last 6 months, and also find the campaign name for each campaign that has a budget greater than the average spent for each campaign, the campaign start date, and the campaign end date. [SEP] suppliers'}",1
"{'Find the official supplier business name, registered business address, and primary contact person name for each supplier who has supplied products to a customer who has placed an order, returned or requested a refund on a product that was added to their wishlist during the last 6 months, and also find the campaign name for each campaign that has a budget greater than the average spent for each campaign, the campaign start date, and the campaign end date. [SEP] campaigns'}",1
"{'Find the official supplier business name, registered business address, and primary contact person name for each supplier who has supplied products to a customer who has placed an order, returned or requested a refund on a product that was added to their wishlist during the last 6 months, and also find the campaign name for each campaign that has a budget greater than the average spent for each campaign, the campaign start date, and the campaign end date. [SEP] orders'}",1
"{'Find the official supplier business name, registered business address, and primary contact person name for each supplier who has supplied products to a customer who has placed an order, returned or requested a refund on a product that was added to their wishlist during the last 6 months, and also find the campaign name for each campaign that has a budget greater than the average spent for each campaign, the campaign start date, and the campaign end date. [SEP] products'}",0
"{'Find the official supplier business name, registered business address, and primary contact person name for each supplier who has supplied products to a customer who has placed an order, returned or requested a refund on a product that was added to their wishlist during the last 6 months, and also find the campaign name for each campaign that has a budget greater than the average spent for each campaign, the campaign start date, and the campaign end date. [SEP] shipping'}",0
"{'Find the official supplier business name, registered business address, and primary contact person name for each supplier who has supplied products to a customer who has placed an order, returned or requested a refund on a product that was added to their wishlist during the last 6 months, and also find the campaign name for each campaign that has a budget greater than the average spent for each campaign, the campaign start date, and the campaign end date. [SEP] inventory'}",0
"{'Find the official supplier business name, registered business address, and primary contact person name for each supplier who has supplied products to a customer who has placed an order, returned or requested a refund on a product that was added to their wishlist during the last 6 months, and also find the campaign name for each campaign that has a budget greater than the average spent for each campaign, the campaign start date, and the campaign end date. [SEP] wishlist'}",1
"{'Find the official supplier business name, registered business address, and primary contact person name for each supplier who has supplied products to a customer who has placed an order, returned or requested a refund on a product that was added to their wishlist during the last 6 months, and also find the campaign name for each campaign that has a budget greater than the average spent for each campaign, the campaign start date, and the campaign end date. [SEP] customerInfo'}",0
"{'Find the official supplier business name, registered business address, and primary contact person name for each supplier who has supplied products to a customer who has placed an order, returned or requested a refund on a product that was added to their wishlist during the last 6 months, and also find the campaign name for each campaign that has a budget greater than the average spent for each campaign, the campaign start date, and the campaign end date. [SEP] refunds_returns'}",1
"{'Find the official supplier business name, registered business address, and primary contact person name for each supplier who has supplied products to a customer who has placed an order, returned or requested a refund on a product that was added to their wishlist during the last 6 months, and also find the campaign name for each campaign that has a budget greater than the average spent for each campaign, the campaign start date, and the campaign end date. [SEP] events'}",0
"{'Find the official supplier business name, registered business address, and primary contact person name for each supplier who has supplied products to a customer who has placed an order, returned or requested a refund on a product that was added to their wishlist during the last 6 months, and also find the campaign name for each campaign that has a budget greater than the average spent for each campaign, the campaign start date, and the campaign end date. [SEP] cart'}",0
"{'Find the official supplier business name, registered business address, and primary contact person name for each supplier who has supplied products to a customer who has placed an order, returned or requested a refund on a product that was added to their wishlist during the last 6 months, and also find the campaign name for each campaign that has a budget greater than the average spent for each campaign, the campaign start date, and the campaign end date. [SEP] order_items'}",1
"{'Identify the top 10 suppliers with the highest average supplier rating, and list the total number of products they have supplied, the total quantity of their products in the inventory, and the average purchase price of their products. Also, find the average rating of the reviews for their products and the total number of reviews for their products. Filter the results to only include suppliers who have supplied products with a shelf life of more than 30 days. [SEP] suppliers'}",1
"{'Identify the top 10 suppliers with the highest average supplier rating, and list the total number of products they have supplied, the total quantity of their products in the inventory, and the average purchase price of their products. Also, find the average rating of the reviews for their products and the total number of reviews for their products. Filter the results to only include suppliers who have supplied products with a shelf life of more than 30 days. [SEP] inventory'}",1
"{'Identify the top 10 suppliers with the highest average supplier rating, and list the total number of products they have supplied, the total quantity of their products in the inventory, and the average purchase price of their products. Also, find the average rating of the reviews for their products and the total number of reviews for their products. Filter the results to only include suppliers who have supplied products with a shelf life of more than 30 days. [SEP] products'}",1
"{'Identify the top 10 suppliers with the highest average supplier rating, and list the total number of products they have supplied, the total quantity of their products in the inventory, and the average purchase price of their products. Also, find the average rating of the reviews for their products and the total number of reviews for their products. Filter the results to only include suppliers who have supplied products with a shelf life of more than 30 days. [SEP] product_reviews_and_ratings'}",1
"{'Identify the top 10 suppliers with the highest average supplier rating, and list the total number of products they have supplied, the total quantity of their products in the inventory, and the average purchase price of their products. Also, find the average rating of the reviews for their products and the total number of reviews for their products. Filter the results to only include suppliers who have supplied products with a shelf life of more than 30 days. [SEP] shipping'}",0
"{'Identify the top 10 suppliers with the highest average supplier rating, and list the total number of products they have supplied, the total quantity of their products in the inventory, and the average purchase price of their products. Also, find the average rating of the reviews for their products and the total number of reviews for their products. Filter the results to only include suppliers who have supplied products with a shelf life of more than 30 days. [SEP] order_items'}",0
"{'Identify the top 10 suppliers with the highest average supplier rating, and list the total number of products they have supplied, the total quantity of their products in the inventory, and the average purchase price of their products. Also, find the average rating of the reviews for their products and the total number of reviews for their products. Filter the results to only include suppliers who have supplied products with a shelf life of more than 30 days. [SEP] cart'}",0
"{'Identify the top 10 suppliers with the highest average supplier rating, and list the total number of products they have supplied, the total quantity of their products in the inventory, and the average purchase price of their products. Also, find the average rating of the reviews for their products and the total number of reviews for their products. Filter the results to only include suppliers who have supplied products with a shelf life of more than 30 days. [SEP] wishlist'}",0
"{""Find the total billed amount for all transactions initiated by customers from a specific country, say 'USA', who made a payment using a digital wallet. [SEP] transactions_and_payments""}",1
"{""Find the total billed amount for all transactions initiated by customers from a specific country, say 'USA', who made a payment using a digital wallet. [SEP] shipping""}",0
"{""Find the total billed amount for all transactions initiated by customers from a specific country, say 'USA', who made a payment using a digital wallet. [SEP] orders""}",1
"{""Find the total billed amount for all transactions initiated by customers from a specific country, say 'USA', who made a payment using a digital wallet. [SEP] cart""}",0
